country0,age0,country1,age1,score
0,23,0,25,0.5001106073906926
0,23,0,22,0.5000275475014996
0,23,0,24,0.5000192107576347
0,23,0,36,0.5006083403585542
0,23,0,31,0.500038220355448
0,23,0,32,0.5000651793559235
0,23,0,25,0.5000500006019208
0,23,0,28,0.5000182047079841
0,23,0,35,0.5000829555436115
0,23,0,23,0.5008111201667768
0,23,0,31,0.5000301656524625
0,23,0,22,0.5000242527837179
0,23,1,21,0.5000540747250098
0,23,0,28,0.5000195712812361
0,23,0,21,0.5000191603356987
0,23,1,23,0.5000244150096956
0,23,0,21,0.5000424423714376
0,31,0,28,0.5000721352554757
0,31,0,30,0.5000573605647415
0,31,0,27,0.5001252875472312
0,31,0,28,0.5000280880642444
0,31,0,30,0.5000323872577399
0,31,0,28,0.5000488300192748
0,31,0,30,0.5000591419487233
0,31,0,24,0.5001400272579399
0,31,0,29,0.5000873564558896
0,31,0,31,0.5000341285081508
0,31,0,31,0.5000906843208043
0,31,1,30,0.500123660436295
0,31,0,31,0.5000393465031785
0,31,0,30,0.5004534214847004
0,31,0,39,0.500035135991783
0,31,0,27,0.5007324497675207
0,31,0,28,0.5000577082045247
0,31,1,24,0.5000342512725682
1,22,1,22,0.500235581681794
1,22,0,26,0.5001532424597473
1,22,1,36,0.5006070756189283
1,22,1,30,0.5001214151810611
1,22,0,28,0.5000701509944205
1,22,0,22,0.5000524384511307
1,22,1,21,0.5001169183226704
1,22,0,23,0.5000657665573215
1,22,0,24,0.5000415367731892
1,22,1,23,0.5000527892099984
1,22,0,21,0.5000917672887847
0,27,0,26,0.5000583715172144
0,27,0,31,0.5000223911905526
0,27,0,30,0.5003526611929584
0,27,0,32,0.5000755702675901
0,27,0,28,0.5000211069078042
0,27,0,35,0.5000961803401153
0,27,1,30,0.5001175537483137
0,27,0,31,0.5000596047182707
0,27,0,26,0.5000984170921537
0,27,1,30,0.5000328056977612
0,27,0,27,0.5000500820710427
0,27,0,34,0.5000256480909913
0,27,0,27,0.5000470215000532
0,27,0,27,0.5000228753244017
0,27,0,35,0.5000253409282254
0,27,0,36,0.5007053220350334
0,27,0,25,0.5000769442724339
0,27,0,30,0.5000337205976961
0,27,0,28,0.5000226913405597
0,27,0,27,0.500651066557761
0,27,0,24,0.5000890933678417
0,27,1,31,0.5000310031869
0,27,0,26,0.5000294908363231
0,27,1,36,0.5003255334168701
0,27,0,25,0.5000342666802481
0,27,0,27,0.5000636381202168
0,27,0,28,0.5000421088060424
0,27,1,24,0.5000304455756261
1,32,1,28,0.5019819139380453
1,32,0,28,0.5003446824354938
1,32,1,22,0.5000714206956599
1,32,1,30,0.5000455614784496
1,32,0,20,0.5001441399464102
1,32,0,31,0.5003171078483699
1,32,0,27,0.5000221444057736
1,32,0,26,0.5000254909879913
1,32,0,24,0.5000227154649476
1,32,1,27,0.5000215426556176
1,32,0,22,0.5000338790481198
1,32,0,23,0.5000353915056202
1,32,1,32,0.5000273368871182
1,32,1,34,0.5000242437225259
1,32,0,26,0.500092182525376
1,32,0,22,0.5000435587761105
1,32,1,22,0.5001258364619807
1,32,0,22,0.5000245439543833
1,32,1,23,0.5000396384862777
1,32,0,27,0.5000218997162075
1,32,1,23,0.5000433207500128
1,32,0,31,0.5000313347717857
1,32,1,34,0.5000677580959285
1,32,0,35,0.5000237356205575
1,32,0,28,0.5000406548577164
1,32,1,34,0.5000495481077889
1,32,1,30,0.5000609822864066
1,32,1,28,0.5000578664031881
1,32,0,22,0.5001723412382221
1,32,1,24,0.5000225860320989
1,32,1,27,0.5000259075074022
1,32,0,27,0.5002936183837365
1,32,0,26,0.5000671838747835
1,32,1,30,0.5000314591161179
1,32,0,26,0.5000201722576789
1,32,0,33,0.5001585539401288
1,32,0,26,0.5000769679340733
1,32,0,28,0.5000222688125475
1,32,1,29,0.5007206992528992
1,32,1,27,0.5000256559782046
1,32,1,20,0.5039637655976773
1,32,0,30,0.5000235943371021
1,32,0,35,0.5000900874680271
1,32,0,21,0.5000217197185401
1,32,0,27,0.5000281124016447
1,32,1,25,0.500058291891443
1,32,0,24,0.5000365331670878
1,32,0,29,0.5002557321477704
1,32,1,21,0.5000777225216502
1,32,1,30,0.5001029571059755
1,32,0,28,0.5000352342100401
1,32,0,27,0.5000440427625092
1,32,0,31,0.5000966792338216
1,32,0,33,0.5000762278577957
1,32,1,22,0.5000340244517594
1,32,0,29,0.5000255732169847
1,32,1,39,0.5000199188373566
1,32,1,19,0.5000375720249158
1,32,0,26,0.5000666193044139
1,32,0,23,0.5000225218672353
1,32,1,22,0.5000205914214745
1,32,0,28,0.5000212538800735
1,32,0,22,0.500068936497582
1,32,0,30,0.5001321282847939
1,32,0,22,0.5000800777495393
1,32,0,28,0.5000660641435503
1,32,0,28,0.5013212798031292
1,32,0,31,0.5000327590795902
1,32,1,21,0.5001468092045249
1,32,0,23,0.5002142620753217
1,32,0,27,0.5000624228128424
1,32,1,25,0.5000289332016911
1,32,1,24,0.5004172471279966
1,32,1,30,0.5000349237764726
1,32,0,24,0.5000208623612304
1,32,1,22,0.5001183238376743
1,32,1,21,0.5000357103480121
1,32,0,25,0.5002331675499263
1,32,1,21,0.5000525013062452
1,32,0,28,0.5002265056208532
1,32,0,23,0.5007927690628934
1,32,1,36,0.5000249298656151
1,32,1,30,0.500053929913207
1,32,1,28,0.5000347706020148
1,32,1,34,0.5000250085087241
1,32,0,20,0.5000390526958426
1,32,0,24,0.5002642565511344
1,32,1,22,0.5000825801791675
1,32,0,28,0.5000233855376589
1,32,0,20,0.5000304911433167
1,32,0,21,0.5000223315415969
1,32,0,27,0.5000469094511769
1,32,0,32,0.5079270330150126
1,32,1,21,0.5000587236832276
1,32,1,32,0.5000504948869122
1,32,1,21,0.5004954809173221
1,32,0,20,0.5000228463898174
1,32,1,24,0.5000220213812974
1,32,0,23,0.5000428524175825
1,32,0,23,0.5000890752493067
1,32,0,36,0.5006606410549008
1,32,1,25,0.5000328950093806
1,32,0,29,0.5000861706216704
1,32,0,26,0.5000368730105014
1,32,1,34,0.5000511464338355
1,32,0,22,0.5000990962146046
1,32,0,30,0.5003775093221793
1,32,0,24,0.5000219603802412
1,32,0,22,0.5000286198457166
1,32,1,33,0.500047188674099
1,32,0,28,0.5000388612610598
1,32,1,36,0.5003049113957476
1,32,1,26,0.5000501752990225
1,32,0,24,0.5001132528162371
1,32,0,35,0.5000337348819579
1,32,1,31,0.5001686744036474
1,32,0,22,0.5000319665212152
1,32,1,26,0.5000266925833826
1,32,0,31,0.5000294709935427
1,32,1,24,0.5001366844323222
1,32,1,25,0.5000258231181275
1,32,1,24,0.5000285168966315
1,32,1,20,0.5001071310425791
1,32,0,31,0.5000442888114606
1,32,0,32,0.5000707830108858
1,32,0,23,0.500880854341183
1,32,0,32,0.5000911229561424
1,32,1,24,0.5000740906281695
1,32,0,21,0.5001981924214242
1,32,0,28,0.5000480466499865
1,32,1,23,0.5000317107890462
1,32,0,40,0.5000447892500054
1,32,0,24,0.5000361995308599
1,32,0,35,0.5001238702673434
1,32,0,23,0.5000532060217601
1,32,1,24,0.5000629182319867
1,32,1,30,0.5000307275087682
1,32,1,24,0.5000817288371295
1,32,1,24,0.5000226505636193
1,32,0,25,0.5001761710432023
1,32,0,23,0.5000330320719193
1,32,1,26,0.5000235243242324
1,32,0,31,0.5000236647679589
1,32,0,33,0.5000205380758229
1,32,0,28,0.5000600583123791
1,32,0,32,0.500023112820019
1,32,0,24,0.5000229788326568
1,32,1,27,0.5000343190357563
1,32,0,26,0.5000644528229939
1,32,0,23,0.5000566264088449
1,32,0,23,0.5000199690107505
1,32,0,30,0.5000252474435205
1,32,0,36,0.5000634215778372
1,32,0,27,0.5000417247223882
1,32,1,28,0.5000264256575493
1,32,1,32,0.5005662638487687
1,32,0,25,0.5000295809599362
1,32,0,23,0.5000309675674298
0,24,1,22,0.50003639580153
0,24,1,25,0.5000192843426262
0,24,0,21,0.5000328487530866
0,24,1,24,0.500061526235718
0,24,0,20,0.500068002681507
0,24,0,24,0.5000280880642444
0,24,0,24,0.5000264583813391
0,24,0,24,0.5000357249111816
0,24,0,28,0.5003478302192819
0,24,1,30,0.5000459775650085
0,24,0,26,0.5000776708375696
0,24,0,26,0.5000200503667411
0,24,0,28,0.5000224721806984
0,24,0,23,0.5008000089507108
0,24,0,20,0.5000306517100536
0,24,0,30,0.5000238098104999
0,24,0,35,0.500090910184612
0,24,1,24,0.5000747672549009
0,24,0,28,0.5000754726063514
0,24,0,27,0.5002424271426399
0,24,0,34,0.5000234606930444
0,24,0,25,0.500106667949502
0,24,1,24,0.5000231216656887
0,24,0,25,0.5001212135784437
0,24,0,35,0.5001250015026146
0,24,0,26,0.5000930243749035
0,24,1,32,0.5000275865390549
0,24,0,22,0.5000404045268515
0,24,0,21,0.5000225354826158
0,24,1,32,0.5000226631624038
0,24,0,27,0.5000473378479888
0,24,0,25,0.500131149117222
0,24,0,25,0.5000277781122423
0,24,1,30,0.5000327872800104
0,24,1,27,0.5000314964422182
0,24,0,27,0.5000402014890291
0,24,0,25,0.5000204084090041
0,24,0,25,0.5000851074069868
0,24,0,31,0.5000316209340844
0,24,0,26,0.5000672276998807
0,24,0,26,0.5000860225403772
0,24,0,23,0.5000898887218858
0,24,0,36,0.5006666742994254
0,24,0,29,0.5000869575679713
0,24,0,23,0.5000227275463878
0,24,0,24,0.500117648473329
0,24,1,34,0.5000516135245522
0,24,0,33,0.5001600019212187
0,24,0,29,0.5000733953786839
0,24,0,20,0.5000701762831711
0,24,1,27,0.5000346324516071
0,24,0,22,0.5001739151306822
0,24,1,32,0.5000361995308599
0,24,0,24,0.5000221609316586
0,24,0,28,0.5000214479794346
0,24,0,27,0.5006153917149555
0,24,0,28,0.5000246916553318
0,24,0,28,0.5000392161584196
0,24,0,26,0.5000278749000896
0,24,0,23,0.5002758653628363
0,24,0,23,0.5000212768519393
0,24,1,26,0.5000506335209283
0,24,0,30,0.5000496900391781
0,24,0,26,0.5000677974261439
0,24,0,23,0.5001860487433673
0,24,0,24,0.5000300755500916
0,24,0,22,0.5000808090531753
0,24,0,27,0.5000601510999656
0,24,0,28,0.5000661164982428
0,24,1,22,0.500051282668628
0,24,0,24,0.5000289858562501
0,24,0,26,0.5002500029896039
0,24,1,25,0.5000264903851871
0,24,0,29,0.5000219782866178
0,24,1,30,0.5000317464139812
0,24,1,28,0.5000263161063376
0,24,1,24,0.5000287773249107
1,34,0,31,0.5001054545004918
1,34,1,34,0.5000472382941555
1,34,1,21,0.5009359076126956
1,34,1,29,0.5013613183900867
1,34,0,29,0.5001627667256838
1,34,1,30,0.5000580408497077
1,34,1,28,0.5000499151308071
1,34,1,32,0.5000677580959285
1,34,1,24,0.5000432790151863
1,34,1,39,0.5000376244705116
1,34,1,28,0.500065677803534
1,19,1,20,0.5001122083430086
1,19,1,24,0.5000298684083171
1,19,0,28,0.5000233242065056
1,19,1,21,0.5000549895197918
1,19,0,28,0.500237240482826
1,19,0,31,0.5000463878072525
1,19,0,20,0.5000318138601948
1,19,0,20,0.5000372350560838
1,19,0,31,0.5000434733900582
1,19,0,32,0.5000741376559034
1,19,0,28,0.5000207067768511
1,19,0,35,0.5000943570161758
1,19,0,21,0.5000238603951601
1,19,0,34,0.5000243501979926
1,19,0,22,0.5000255489769686
1,19,0,40,0.5000469119632637
1,19,1,24,0.500061965802086
1,19,1,21,0.5000814060534182
1,19,0,27,0.5000491326479012
1,19,1,23,0.5000553561165874
1,19,0,26,0.500030194245498
1,19,0,27,0.5000461300972138
1,19,1,22,0.5000356369850127
1,19,0,29,0.5000267852177874
1,19,0,20,0.5000239291571057
1,19,0,31,0.5000247863209409
1,19,0,33,0.5000215114443443
1,19,0,21,0.5000561041722107
1,19,1,20,0.5000214005606107
1,19,0,36,0.5006919510184309
1,19,1,19,0.5000225024864944
1,19,0,23,0.5000593101248791
1,19,0,22,0.5000299762365057
1,19,0,28,0.500029340697924
1,19,0,19,0.5000474480999835
1,19,1,23,0.5001064540691867
1,19,0,20,0.5000669630441321
1,19,1,22,0.5000532270351966
1,19,1,21,0.5001537669863011
1,19,0,22,0.5000334815222163
1,19,0,23,0.5002244166747151
1,19,1,25,0.500030304443474
1,19,0,26,0.5000244218162219
0,19,0,20,0.5000346016726775
0,19,0,20,0.5000404979218094
0,19,0,31,0.5000472829139074
0,19,1,19,0.5000230972802476
0,19,0,31,0.5003612414004759
0,19,0,24,0.5000308226504157
0,19,0,27,0.5000252263591497
0,19,1,23,0.5000361241462701
0,19,0,20,0.5000444878648247
0,19,1,34,0.5000276178488503
0,19,0,20,0.5000347347560335
0,19,0,27,0.5000534380860879
0,19,0,25,0.5000618564146381
0,19,0,26,0.5000371647595334
0,19,0,20,0.5000260260420031
0,19,0,21,0.5000610205171514
0,19,0,36,0.5007525858135978
0,19,1,27,0.5000390953963846
0,19,0,25,0.5000821003318371
0,19,1,34,0.5000582647518862
0,19,0,34,0.5000289456300422
0,19,0,31,0.5000315770509484
0,19,0,26,0.5000314670263809
0,19,0,27,0.5000475317713476
0,19,0,28,0.5000640499044953
0,19,0,24,0.5000327211469939
0,19,0,26,0.5002822198632553
0,19,0,23,0.5002440820504287
0,19,0,33,0.5001806207238081
0,19,1,23,0.5000602069102639
1,27,0,27,0.5002090218319121
1,27,0,24,0.5000314964422182
1,27,1,26,0.5000436564609961
1,27,0,24,0.5000191072599766
1,27,1,32,0.5000195402856981
1,27,0,22,0.5000348369739583
1,27,0,26,0.5000584552612161
1,27,0,34,0.5000202279203846
1,27,0,21,0.5000194301995815
1,27,0,23,0.5001604121074014
1,27,1,27,0.5000298602634057
1,27,1,25,0.5000228401352653
1,27,0,27,0.5008622142522209
1,27,1,25,0.5000251741636828
1,27,1,25,0.500050718535524
1,27,0,27,0.5000346619137883
1,27,1,23,0.5000230693005018
0,31,0,36,0.5001074727683822
0,31,0,30,0.500036903300488
0,31,0,24,0.5000775436435825
0,31,0,31,0.5000320730255692
0,31,0,31,0.5002450378960679
0,31,0,33,0.5000163358610399
0,31,0,25,0.5000192035983985
0,31,1,30,0.5000416731148161
0,31,0,29,0.5000164676018546
0,31,0,34,0.5000179646565674
0,31,0,27,0.5000171115862841
0,31,0,40,0.5000346098750416
0,31,0,35,0.5000957179346452
0,31,1,30,0.5000237439840601
0,31,0,36,0.5000298826726091
0,31,0,27,0.5000362482123161
0,31,0,25,0.5000419585471079
0,31,0,32,0.5061256413906633
0,31,0,39,0.5000226049737563
0,31,0,29,0.5000197611222224
0,31,1,26,0.5000283608698405
0,31,0,25,0.5000327590795902
0,31,0,29,0.5000862809553708
0,31,0,28,0.5000314151173542
0,31,1,27,0.5000265192549195
0,31,0,26,0.5000229436250481
0,31,0,23,0.5000385279740881
0,31,0,23,0.5000154305992196
0,31,0,28,0.5000164234527881
0,31,0,28,0.5000216464589693
0,31,0,26,0.5000213447661617
0,31,0,22,0.5000618782612207
0,31,0,28,0.5000510495655903
0,31,0,28,0.5000506276683571
0,31,0,31,0.5000253138342434
0,31,0,26,0.5000155876536645
0,31,0,30,0.5000567217394987
0,27,0,30,0.5001972996628621
0,27,1,22,0.5000706745092973
0,27,0,30,0.5000285252539116
0,27,0,26,0.5000118676495077
0,27,1,21,0.500031358888399
0,27,0,32,0.5000422785012782
0,27,0,22,0.5000204103109992
0,27,0,20,0.5000181424986682
0,27,0,25,0.5000162164114822
0,27,0,35,0.5000538090015475
0,27,0,31,0.5001894076771182
0,27,1,36,0.5000148905413618
0,27,0,28,0.5000446716239798
0,27,0,25,0.5000148438625488
0,27,0,27,0.5000167914615343
0,27,0,28,0.5000286981342379
0,27,0,27,0.5000132267937244
0,27,1,23,0.5000189407686088
0,27,0,40,0.5000267524980222
0,27,0,25,0.5000261612825975
0,27,0,26,0.5001076180018486
0,27,0,28,0.5000276911821615
0,27,1,34,0.5000144807099485
0,27,1,32,0.5000134141420775
0,27,0,26,0.500018424872188
0,27,0,27,0.5000280188884586
0,27,0,25,0.5000164416394193
0,27,0,28,0.5000845570019521
0,27,1,30,0.5000614960016958
0,27,0,27,0.500026306623056
0,27,0,25,0.5000503743844514
0,27,0,29,0.5000152748133967
0,27,0,39,0.5000343129865726
0,27,0,20,0.500013646086897
0,27,0,31,0.5000187161745148
0,27,0,26,0.5000419043552511
0,27,0,26,0.5000397915306257
0,27,0,36,0.5003945992642813
0,27,1,25,0.5000196481002158
0,27,0,31,0.5000450970680155
0,27,0,25,0.5000430472012978
0,27,0,23,0.5000221270661278
0,27,0,26,0.5000384974971146
0,27,0,27,0.5005918987428158
0,27,0,28,0.5000126948851299
0,27,0,27,0.5003642454859079
0,27,0,23,0.500011927436155
0,27,0,28,0.500016732127748
0,27,0,26,0.5000164989273614
0,27,0,26,0.5000401287469854
0,27,1,31,0.5001007487678802
0,27,0,24,0.5000178014742573
0,27,0,25,0.5000191708184297
0,27,0,27,0.5000249220639502
0,27,0,36,0.5000226564217761
0,27,0,31,0.5000195669097192
0,27,0,26,0.5000120488349963
0,27,0,32,0.5000144365614425
0,27,0,33,0.5000947038419565
0,32,0,26,0.5000368381222451
0,32,0,30,0.5002225636409343
0,32,0,28,0.5000150042913866
0,32,0,32,0.5000476922117769
0,32,0,31,0.5000279661137678
0,32,0,35,0.5000606991785109
0,32,0,27,0.5000149204685297
0,32,0,24,0.5000246153351654
0,32,0,25,0.5000135571769896
0,32,0,26,0.5000171753303315
0,32,0,25,0.5000136263462599
0,32,0,27,0.5000147556014742
0,32,1,32,0.5000340224695985
0,32,1,27,0.5000231234966728
0,32,0,28,0.5000143204496883
0,32,0,28,0.5000188746562992
0,32,0,26,0.5000186115948876
0,32,0,29,0.5000133538193349
0,32,0,26,0.500045267184073
0,32,0,28,0.5000445127310091
0,32,0,28,0.5008902536817705
0,32,0,31,0.5000220724286435
0,32,1,21,0.5000989171789912
0,32,1,35,0.5000245024207841
1,24,0,28,0.5003258361259317
1,39,1,34,0.5000376244705116
1,39,1,30,0.5000170622599087
1,39,1,27,0.5000142461587604
1,39,1,28,0.5000146735435229
1,39,1,36,0.5000138429655882
1,39,1,32,0.5000199188373566
1,29,1,20,0.5021523467754538
